0,Head,0.00113,0.99645,0.08414,0,-0.00795,-0.08413,0.99642,0,0.99997,-0.00179,0.00783,0,0.24577,148.15015,0.04756,1,0.99907,0.03318,0.02751,0,-0.03254,0.9992,-0.02316,0,-0.02826,0.02224,0.99935,0,9.98285,0,0,1
0,HeadNub,0.00113,0.99645,0.08414,0,-0.00795,-0.08413,0.99642,0,0.99997,-0.00179,0.00783,0,0.2665,166.43873,1.59182,1,1,0,0,0,0,1,0,0,0,0,1,0,18.35367,0,0,1
0,L_Calf,-0.07466,-0.8751,-0.47815,0,0.14854,-0.4839,0.86242,0,-0.98608,-0.00663,0.16612,0,7.18576,52.73928,-9.71529,1,0.96576,-0.25943,0,0,0.25943,0.96576,0,0,0,0,1,0,36.15265,0,0,1
0,L_Clavicle,0.95208,-0.254,-0.17037,0,-0.1654,0.04096,-0.98538,0,0.25726,0.96634,-0.00302,0,4.37915,137.20211,-1.21196,1,-0.28792,-0.14352,0.94684,0,-0.00533,-0.98845,-0.15145,0,0.95764,-0.04865,0.28383,0,-1.12259,-0.63969,3.84589,1
0,L_Finger0,-0.30016,-0.65904,0.68961,0,0.51488,-0.72053,-0.46447,0,0.80299,0.21565,0.55561,0,15.30791,88.9802,18.85567,1,0.92845,0.25443,-0.27065,0,0.20729,0.24973,0.94587,0,0.30824,-0.93429,0.17912,0,2.30365,1.39409,-2.9222,1
0,L_Finger01,-0.09766,-0.87203,0.47962,0,0.58793,-0.43939,-0.67917,0,0.80299,0.21565,0.55561,0,14.08305,86.29093,21.66972,1,0.93477,0.35526,0,0,-0.35526,0.93477,0,0,0,0,1,0,4.0806,-2e-005,0,1
0,L_Finger0Nub,-0.09766,-0.87203,0.47962,0,0.58793,-0.43939,-0.67917,0,0.80299,0.21565,0.55561,0,13.75673,83.37723,23.27227,1,1,0,0,0,0,1,0,0,0,0,1,0,3.3413,0,0,1
0,L_Finger1,-0.34309,-0.89122,0.29667,0,-0.59896,-0.03572,-0.79998,0,0.72356,-0.45215,-0.52155,0,17.26625,86.07285,22.84696,1,0.80546,0.59249,0.01351,0,-0.59263,0.8054,0.01123,0,-0.00423,-0.01706,0.99985,0,7.32634,-0.21098,-2.27837,1
0,L_Finger1Nub,-0.60428,-0.78012,-0.16201,0,-0.33362,0.43239,-0.8377,0,0.72356,-0.45216,-0.52155,0,13.54296,79.67026,23.23224,1,1,0,0,0,0,1,0,0,0,0,1,0,4.14041,0,0,1
0,L_Finger2,-0.37556,-0.88532,0.27415,0,-0.59387,0.00279,-0.80455,0,0.71153,-0.46497,-0.52682,0,18.62936,85.42665,22.13755,1,0.7828,0.62227,-0.0005,0,-0.62227,0.7828,-0.00062,0,0,0.0008,1,0,7.37089,-0.48156,-0.63408,1
0,L_Finger2Nub,-0.64994,-0.72043,-0.24197,0,-0.26703,0.51457,-0.81481,0,0.71153,-0.46497,-0.52682,0,14.12838,78.64544,22.04353,1,1,0,0,0,0,1,0,0,0,0,1,0,4.71741,0,0,1
0,L_Finger3,-0.24889,-0.86875,0.42816,0,-0.66378,-0.16892,-0.7286,0,0.7053,-0.46555,-0.53462,0,19.81753,84.85823,21.26921,1,0.89102,0.45396,0.00092,0,-0.45393,0.89097,-0.01062,0,-0.00564,0.00905,0.99994,0,7.23451,-0.59969,0.93318,1
0,L_Finger3Nub,-0.64775,-0.72964,-0.21918,0,-0.28804,0.50089,-0.81618,0,0.7053,-0.46555,-0.53462,0,16.14435,78.52946,21.93447,1,1,0,0,0,0,1,0,0,0,0,1,0,4.23971,0,0,1
0,L_Finger4,-0.42581,-0.8717,0.24255,0,-0.57998,0.0572,-0.81262,0,0.69448,-0.4867,-0.52992,0,20.70955,84.09794,20.42904,1,0.74694,0.66438,-0.02597,0,-0.66479,0.74694,-0.01176,0,0.01159,0.02605,0.99959,0,7.22919,-0.41869,2.36386,1
0,L_Finger4Nub,-0.71387,-0.55808,-0.42301,0,-0.08986,0.67207,-0.73502,0,0.69448,-0.4867,-0.52992,0,16.80281,79.1692,19.8358,1,1,0,0,0,0,1,0,0,0,0,1,0,3.39739,0,0,1
0,L_Finger11,-0.60428,-0.78012,-0.16201,0,-0.33362,0.43239,-0.8377,0,0.72356,-0.45216,-0.52155,0,16.04495,82.90029,23.90304,1,0.85452,0.51941,0,0,-0.51941,0.85452,0,0,0,0,1,0,3.55978,0,0,1
0,L_Finger21,-0.64994,-0.72043,-0.24197,0,-0.26703,0.51457,-0.81481,0,0.71153,-0.46497,-0.52682,0,17.19443,82.04402,23.185,1,0.81557,0.57865,0,0,-0.57865,0.81557,0,0,0,0,1,0,3.82078,0,0,1
0,L_Finger31,-0.64775,-0.72964,-0.21918,0,-0.28804,0.50089,-0.81618,0,0.7053,-0.46555,-0.53462,0,18.89063,81.62292,22.86374,1,0.70125,0.71292,0,0,-0.71292,0.70125,0,0,0,0,1,0,3.72409,0,0,1
0,L_Finger41,-0.71387,-0.55808,-0.42301,0,-0.08986,0.67207,-0.73502,0,0.69448,-0.4867,-0.52992,0,19.22812,81.06521,21.27291,1,0.68785,0.72586,0,0,-0.72586,0.68785,0,0,0,0,1,0,3.47911,0,0,1
0,L_Foot,-0.05685,-0.88768,-0.45694,0,0.10961,-0.46046,0.88089,0,-0.99235,0,0.12347,0,3.95621,14.88756,-30.39749,1,0.99954,0.02703,-0.01395,0,-0.02643,0.9988,0.04131,0,0.01505,-0.04092,0.99905,0,43.25432,0,0,1
